,방송일시,노출(분),마더코드,상품코드,상품명,상품군,브랜드,판매단가,유동인구,취급액
26,1546351200000000000,30,100377,201226,420,7,57,119000,8123838,20841000
27,1546353000000000000,30,100377,201220,415,7,57,119000,8123838,40526000
28,1546353000000000000,30,100377,201226,420,7,57,119000,8123838,47294000
29,1546354800000000000,20,100496,201497,941,3,194,60900,8123838,14113000
30,1546356000000000000,20,100496,201497,941,3,194,60900,8123838,32395000
31,1546357200000000000,20,100496,201497,941,3,194,60900,8123838,39669000
32,1546358400000000000,20,100317,201479,397,3,41,49900,8123838,60787000
33,1546359600000000000,20,100317,201479,397,3,41,49900,8123838,115457000
34,1546360800000000000,20,100041,202512,636,3,77,61000,8123838,83893000
35,1546362000000000000,20,100074,200197,937,8,193,39800,8123838,42239000
36,1546363200000000000,20,100074,200197,937,8,193,39800,8123838,73494000
37,1546364400000000000,20,100074,200197,937,8,193,39800,8123838,107103000
38,1546365600000000000,20,100435,201350,1192,3,308,39900,8123838,59050000
39,1546366800000000000,20,100435,201350,1192,3,308,39900,8123838,85937000
40,1546368000000000000,20,100435,201350,1192,3,308,39900,8123838,101468000
41,1546369200000000000,20,100599,201892,1666,6,410,119000,8123838,36620000
42,1546370400000000000,20,100599,201892,1666,6,410,119000,8123838,69349000
43,1546371600000000000,20,100599,201892,1666,6,410,119000,8123838,84610000
44,1546372800000000000,20,100148,200532,1285,1,15,439000,8123838,35519000
45,1546372800000000000,20,100148,200464,687,1,15,489000,8123838,19123000
46,1546374000000000000,20,100148,200532,1285,1,15,439000,8123838,56859000
47,1546374000000000000,20,100148,200464,687,1,15,489000,8123838,58685000
48,1546375200000000000,20,100148,200532,1285,1,15,439000,8123838,68320000
49,1546375200000000000,20,100148,200464,687,1,15,489000,8123838,46068000
50,1546376400000000000,20,100049,202043,624,7,137,499000,8123838,16362000
51,1546377600000000000,20,100049,202043,624,7,137,499000,8123838,53791000
52,1546378800000000000,20,100049,202043,624,7,137,499000,8123838,84562000
53,1546380000000000000,30,100268,200896,1754,7,435,299000,8123838,38067000
54,1546381800000000000,30,100268,200896,1754,7,435,299000,8123838,77764000
55,1546383600000000000,20,100600,202108,560,6,118,89900,8123838,23075000
56,1546384800000000000,20,100600,202108,560,6,118,89900,8123838,39452000
57,1546386000000000000,20,100600,202108,560,6,118,89900,8123838,60010000
58,1546387200000000000,20,100377,201225,419,7,57,69900,8123838,6082000
59,1546387200000000000,20,100377,201231,424,7,57,69900,8123838,6445000
60,1546388400000000000,20,100377,201225,419,7,57,69900,8123838,11985000
61,1546388400000000000,20,100377,201231,424,7,57,69900,8123838,8491000
62,1546389600000000000,20,100377,201225,419,7,57,69900,8123838,16461000
63,1546389600000000000,20,100377,201231,424,7,57,69900,8123838,10641000
64,1546390800000000000,20,100192,200652,536,6,116,69900,8123838,9647000
65,1546392000000000000,20,100192,200652,536,6,116,69900,8123838,15516000
66,1546393200000000000,17,100192,200652,536,6,116,69900,8123838,18695000
67,1546408800000000000,20,100229,200799,865,5,179,29800,8123838,9605000
68,1546410000000000000,20,100229,200799,865,5,179,29800,8123838,11265000
69,1546411200000000000,20,100229,200799,865,5,179,29800,8123838,14371000
70,1546412400000000000,20,100315,201002,131,2,353,69000,8123838,14944000
71,1546413600000000000,20,100315,201002,131,2,353,69000,8123838,25881000
72,1546414800000000000,20,100315,201002,131,2,353,69000,8123838,30126000
73,1546416000000000000,20,100302,200974,1137,6,295,59000,8123838,11314000
74,1546417200000000000,20,100302,200974,1137,6,295,59000,8123838,21397000
75,1546418400000000000,20,100302,200974,1137,6,295,59000,8123838,34822000
76,1546419600000000000,20,100062,201409,239,7,177,39900,8123838,12607000
77,1546420800000000000,20,100062,201409,239,7,177,39900,8123838,23042000
78,1546422000000000000,20,100062,201409,239,7,177,39900,8123838,38449000
79,1546423200000000000,20,100448,202098,1392,10,382,158000,8123838,7239000
80,1546423200000000000,20,100448,202092,798,10,382,168000,8123838,8951000
81,1546423200000000000,20,100448,202099,1393,10,382,148000,8123838,2118000
82,1546423200000000000,20,100448,202094,799,10,382,158000,8123838,2262000
83,1546424400000000000,20,100448,202098,1392,10,382,158000,8123838,27223000
84,1546424400000000000,20,100448,202092,798,10,382,168000,8123838,13074000
85,1546424400000000000,20,100448,202099,1393,10,382,148000,8123838,9408000
86,1546424400000000000,20,100448,202094,799,10,382,158000,8123838,4507000
87,1546425600000000000,20,100448,202098,1392,10,382,158000,8123838,44478000
88,1546425600000000000,20,100448,202092,798,10,382,168000,8123838,18925000
89,1546425600000000000,20,100448,202099,1393,10,382,148000,8123838,13024000
90,1546425600000000000,20,100448,202094,799,10,382,158000,8123838,3368000
91,1546426800000000000,30,100268,200896,1754,7,435,299000,8123838,29763000
92,1546428600000000000,30,100268,200896,1754,7,435,299000,8123838,66392000
93,1546430400000000000,20,100765,202230,721,10,133,238000,8123838,10107000
94,1546430400000000000,20,100765,202238,1317,10,133,228000,8123838,2270000
95,1546430400000000000,20,100765,202229,720,10,133,218000,8123838,1469000
96,1546430400000000000,20,100765,202237,1316,10,133,208000,8123838,2757000
97,1546431600000000000,20,100765,202230,721,10,133,238000,8123838,17801000
98,1546431600000000000,20,100765,202238,1317,10,133,228000,8123838,17732000
99,1546431600000000000,20,100765,202229,720,10,133,218000,8123838,10627000
100,1546431600000000000,20,100765,202237,1316,10,133,208000,8123838,4731000
101,1546432800000000000,20,100765,202230,721,10,133,238000,8123838,25462000
102,1546432800000000000,20,100765,202238,1317,10,133,228000,8123838,21428000
103,1546432800000000000,20,100765,202229,720,10,133,218000,8123838,6384000
104,1546432800000000000,20,100765,202237,1316,10,133,208000,8123838,4095000
105,1546434000000000000,20,100844,202491,1716,3,421,32900,8123838,29599000
106,1546435200000000000,20,100844,202491,1716,3,421,32900,8123838,40882000
107,1546436400000000000,20,100844,202491,1716,3,421,32900,8123838,42466000
108,1546437600000000000,30,100302,200970,1133,6,295,109000,8123838,28456000
109,1546439400000000000,30,100302,200970,1133,6,295,109000,8123838,56800000
110,1546441200000000000,20,100253,200864,1047,3,260,30900,8123838,41722000
111,1546442400000000000,20,100253,200864,1047,3,260,30900,8123838,43167000
112,1546443600000000000,20,100253,200864,1047,3,260,30900,8123838,70322000
113,1546444800000000000,20,100722,202113,245,3,24,30900,8123838,11931000
114,1546444800000000000,20,100722,202112,244,3,24,30900,8123838,6694000
115,1546446000000000000,20,100722,202113,245,3,24,30900,8123838,16983000
116,1546446000000000000,20,100722,202112,244,3,24,30900,8123838,9744000
117,1546447200000000000,20,100722,202113,245,3,24,30900,8123838,18931000
118,1546447200000000000,20,100722,202112,244,3,24,30900,8123838,11181000
119,1546448400000000000,20,100801,202365,826,3,164,59900,8123838,30903000
120,1546449600000000000,20,100801,202365,826,3,164,59900,8123838,50056000
121,1546450800000000000,20,100801,202365,826,3,164,59900,8123838,49237000
122,1546452000000000000,20,100231,200819,1583,10,390,89800,8123838,22422000
123,1546453200000000000,20,100231,200819,1583,10,390,89800,8123838,33817000
124,1546454400000000000,20,100231,200819,1583,10,390,89800,8123838,44814000
125,1546455600000000000,20,100323,201483,1703,3,418,59900,8123838,25985000
126,1546456800000000000,20,100323,201483,1703,3,418,59900,8123838,36647000
127,1546458000000000000,20,100323,201483,1703,3,418,59900,8123838,65853000
128,1546459200000000000,20,100599,201901,1675,6,410,89000,8123838,18424000
129,1546459200000000000,20,100599,201862,1644,6,410,89000,8123838,422000
130,1546459200000000000,20,100599,201880,1656,6,410,89000,8123838,1506000
131,1546460400000000000,20,100599,201901,1675,6,410,89000,8123838,41096000
132,1546460400000000000,20,100599,201862,1644,6,410,89000,8123838,2575000
133,1546460400000000000,20,100599,201880,1656,6,410,89000,8123838,3660000
134,1546461600000000000,20,100599,201901,1675,6,410,89000,8123838,52885000
135,1546461600000000000,20,100599,201862,1644,6,410,89000,8123838,3029000
136,1546461600000000000,20,100599,201880,1656,6,410,89000,8123838,4155000
137,1546462800000000000,20,100148,200552,1297,1,15,1409000,8123838,14485000
138,1546462800000000000,20,100148,200485,700,1,15,1549000,8123838,11986000
139,1546464000000000000,20,100148,200552,1297,1,15,1409000,8123838,25312000
140,1546464000000000000,20,100148,200485,700,1,15,1549000,8123838,11960000
141,1546465200000000000,20,100148,200552,1297,1,15,1409000,8123838,21729000
142,1546465200000000000,20,100148,200485,700,1,15,1549000,8123838,23895000
143,1546466400000000000,20,100148,200497,1273,1,15,1300000,8123838,3177000
144,1546466400000000000,20,100148,200430,675,1,15,1440000,8123838,0
145,1546466400000000000,20,100148,200506,1275,1,15,1900000,8123838,13796000
146,1546466400000000000,20,100148,200439,677,1,15,2130000,8123838,10329000
147,1546466400000000000,20,100148,200517,1278,1,15,2700000,8123838,0
148,1546466400000000000,20,100148,200450,680,1,15,2990000,8123838,0
149,1546467600000000000,20,100148,200497,1273,1,15,1300000,8123838,3177000
150,1546467600000000000,20,100148,200430,675,1,15,1440000,8123838,3541000
151,1546467600000000000,20,100148,200506,1275,1,15,1900000,8123838,32123000
152,1546467600000000000,20,100148,200439,677,1,15,2130000,8123838,5189000
153,1546467600000000000,20,100148,200517,1278,1,15,2700000,8123838,0
154,1546467600000000000,20,100148,200450,680,1,15,2990000,8123838,0
155,1546468800000000000,20,100148,200497,1273,1,15,1300000,8123838,6305000
156,1546468800000000000,20,100148,200430,675,1,15,1440000,8123838,6983000
157,1546468800000000000,20,100148,200506,1275,1,15,1900000,8123838,36730000
158,1546468800000000000,20,100148,200439,677,1,15,2130000,8123838,15468000
159,1546468800000000000,20,100148,200517,1278,1,15,2700000,8123838,0
160,1546468800000000000,20,100148,200450,680,1,15,2990000,8123838,14523000
161,1546470000000000000,20,100664,202004,1565,6,384,79900,8123838,29048000
162,1546471200000000000,20,100664,202004,1565,6,384,79900,8123838,46224000
163,1546472400000000000,20,100664,202004,1565,6,384,79900,8123838,31298000
164,1546473600000000000,20,100346,201072,1592,7,393,39900,8123838,7329000
165,1546473600000000000,20,100346,201079,1598,7,393,39900,8123838,12050000
166,1546474800000000000,20,100346,201072,1592,7,393,39900,8123838,10481000
167,1546474800000000000,20,100346,201079,1598,7,393,39900,8123838,22520000
168,1546477200000000000,20,100599,201894,1668,6,410,59000,8123838,13185000
169,1546478400000000000,20,100599,201894,1668,6,410,59000,8123838,17348000
170,1546479600000000000,17,100599,201894,1668,6,410,59000,8123838,24910000
171,1546495200000000000,20,100781,202291,1095,9,278,39800,8123838,2450000
172,1546495200000000000,20,100781,202284,1091,9,278,49800,8123838,2645000
173,1546496400000000000,20,100781,202291,1095,9,278,39800,8123838,5609000
174,1546496400000000000,20,100781,202284,1091,9,278,49800,8123838,3874000
175,1546497600000000000,20,100781,202291,1095,9,278,39800,8123838,9045000
176,1546497600000000000,20,100781,202284,1091,9,278,49800,8123838,6162000
177,1546498800000000000,20,100582,201788,1467,3,361,39900,8123838,20546000
178,1546500000000000000,20,100582,201788,1467,3,361,39900,8123838,26917000
179,1546501200000000000,20,100582,201788,1467,3,361,39900,8123838,35153000
180,1546502400000000000,20,100314,202261,1099,8,282,79000,8123838,13665000
181,1546503600000000000,20,100314,202261,1099,8,282,79000,8123838,26788000
182,1546504800000000000,20,100314,202261,1099,8,282,79000,8123838,36208000
183,1546506000000000000,20,100600,201840,552,9,118,39000,8123838,17518000
184,1546507200000000000,20,100600,201840,552,9,118,39000,8123838,19488000
185,1546508400000000000,20,100600,201840,552,9,118,39000,8123838,36253000
186,1546509600000000000,30,100302,200970,1133,6,295,109000,8123838,32763000
187,1546511400000000000,30,100302,200970,1133,6,295,109000,8123838,70140000
188,1546513200000000000,20,100814,202404,911,7,185,79000,8123838,16785000
189,1546514400000000000,20,100814,202404,911,7,185,79000,8123838,32391000
190,1546515600000000000,20,100814,202404,911,7,185,79000,8123838,35613000
191,1546516800000000000,20,100315,201002,131,2,353,69000,8123838,18481000
192,1546518000000000000,20,100315,201002,131,2,353,69000,8123838,24779000
193,1546519200000000000,20,100315,201002,131,2,353,69000,8123838,45269000
194,1546520400000000000,20,100074,200197,937,8,193,39800,8123838,30273000
195,1546521600000000000,20,100074,200197,937,8,193,39800,8123838,41669000
196,1546522800000000000,20,100074,200197,937,8,193,39800,8123838,44782000
197,1546524000000000000,20,100255,200868,1724,10,430,109800,8123838,22816000
198,1546525200000000000,20,100255,200868,1724,10,430,109800,8123838,47947000
199,1546526400000000000,20,100255,200868,1724,10,430,109800,8123838,49139000
200,1546527600000000000,20,100837,202455,21,10,383,218000,8123838,13222000
201,1546527600000000000,20,100837,202458,24,10,383,208000,8123838,9656000
202,1546527600000000000,20,100837,202456,22,10,383,208000,8123838,1530000
203,1546527600000000000,20,100837,202457,23,10,383,198000,8123838,4272000
204,1546528800000000000,20,100837,202455,21,10,383,218000,8123838,31827000
205,1546528800000000000,20,100837,202458,24,10,383,208000,8123838,24436000
206,1546528800000000000,20,100837,202456,22,10,383,208000,8123838,5224000
207,1546528800000000000,20,100837,202457,23,10,383,198000,8123838,6379000
208,1546530000000000000,20,100837,202455,21,10,383,218000,8123838,16324000
209,1546530000000000000,20,100837,202458,24,10,383,208000,8123838,25184000
210,1546530000000000000,20,100837,202456,22,10,383,208000,8123838,6693000
211,1546530000000000000,20,100837,202457,23,10,383,198000,8123838,3576000
212,1546531200000000000,20,100832,202444,1469,3,362,59900,8123838,26611000
213,1546532400000000000,20,100832,202444,1469,3,362,59900,8123838,47757000
214,1546533600000000000,20,100832,202444,1469,3,362,59900,8123838,59853000
215,1546534800000000000,20,100496,201497,941,3,194,60900,8123838,16350000
216,1546536000000000000,20,100496,201497,941,3,194,60900,8123838,33015000
217,1546537200000000000,20,100496,201497,941,3,194,60900,8123838,27284000
218,1546538400000000000,20,100637,202074,1112,3,289,40900,8123838,29976000
219,1546539600000000000,20,100637,202074,1112,3,289,40900,8123838,51728000
220,1546540800000000000,20,100637,202074,1112,3,289,40900,8123838,67200000
221,1546542000000000000,20,100599,201860,1642,6,410,89000,8123838,11888000
222,1546542000000000000,20,100599,201861,1643,6,410,89000,8123838,1879000
223,1546542000000000000,20,100599,201865,1646,6,410,89000,8123838,3419000
224,1546543200000000000,20,100599,201860,1642,6,410,89000,8123838,19216000
225,1546543200000000000,20,100599,201861,1643,6,410,89000,8123838,7147000
226,1546543200000000000,20,100599,201865,1646,6,410,89000,8123838,2252000
227,1546544400000000000,20,100599,201860,1642,6,410,89000,8123838,40329000
228,1546544400000000000,20,100599,201861,1643,6,410,89000,8123838,4871000
229,1546544400000000000,20,100599,201865,1646,6,410,89000,8123838,4458000
230,1546545600000000000,20,100501,201514,452,5,74,189000,8123838,41183000
231,1546546800000000000,20,100501,201514,452,5,74,189000,8123838,83995000
232,1546548000000000000,20,100501,201514,452,5,74,189000,8123838,107418000
233,1546549200000000000,20,100148,200497,1273,1,15,1300000,8123838,6305000
234,1546549200000000000,20,100148,200430,675,1,15,1440000,8123838,3517000
235,1546549200000000000,20,100148,200506,1275,1,15,1900000,8123838,0
236,1546549200000000000,20,100148,200439,677,1,15,2130000,8123838,20608000
237,1546549200000000000,20,100148,200517,1278,1,15,2700000,8123838,6571000
238,1546549200000000000,20,100148,200450,680,1,15,2990000,8123838,7299000
239,1546550400000000000,20,100148,200497,1273,1,15,1300000,8123838,9432000
240,1546550400000000000,20,100148,200430,675,1,15,1440000,8123838,10450000
241,1546550400000000000,20,100148,200506,1275,1,15,1900000,8123838,9214000
242,1546550400000000000,20,100148,200439,677,1,15,2130000,8123838,0
243,1546550400000000000,20,100148,200517,1278,1,15,2700000,8123838,6596000
244,1546550400000000000,20,100148,200450,680,1,15,2990000,8123838,0
245,1546551600000000000,20,100148,200497,1273,1,15,1300000,8123838,9480000
246,1546551600000000000,20,100148,200430,675,1,15,1440000,8123838,17456000
247,1546551600000000000,20,100148,200506,1275,1,15,1900000,8123838,36705000
248,1546551600000000000,20,100148,200439,677,1,15,2130000,8123838,25772000
249,1546551600000000000,20,100148,200517,1278,1,15,2700000,8123838,6571000
250,1546551600000000000,20,100148,200450,680,1,15,2990000,8123838,0
251,1546552800000000000,20,100600,202108,560,6,118,89900,8123838,18030000
252,1546554000000000000,20,100600,202108,560,6,118,89900,8123838,26566000
253,1546555200000000000,20,100600,202108,560,6,118,89900,8123838,42666000
254,1546556400000000000,20,100377,201225,419,7,57,69900,8123838,6925000
255,1546556400000000000,20,100377,201231,424,7,57,69900,8123838,15039000
256,1546557600000000000,20,100377,201225,419,7,57,69900,8123838,13850000
257,1546557600000000000,20,100377,201231,424,7,57,69900,8123838,12274000
258,1546558800000000000,20,100377,201225,419,7,57,69900,8123838,18958000
259,1546558800000000000,20,100377,201231,424,7,57,69900,8123838,12616000
260,1546560000000000000,20,100049,202043,624,7,137,499000,8123838,11512000
261,1546561200000000000,20,100049,202043,624,7,137,499000,8123838,19019000
262,1546562400000000000,20,100049,202043,624,7,137,499000,8123838,26852000
263,1546563600000000000,20,100229,200799,865,5,179,29800,8123838,9780000
264,1546564800000000000,20,100229,200799,865,5,179,29800,8123838,18124000
265,1546566000000000000,17,100229,200799,865,5,179,29800,8123838,20974000
266,1546581600000000000,20,100651,201972,1444,2,350,74900,8123838,10439000
267,1546582800000000000,20,100651,201972,1444,2,350,74900,8123838,17055000
268,1546584000000000000,20,100651,201972,1444,2,350,74900,8123838,43680000
269,1546585200000000000,20,100226,200788,1522,5,372,49800,8123838,10166000
270,1546586400000000000,20,100226,200788,1522,5,372,49800,8123838,31092000
271,1546587600000000000,20,100226,200788,1522,5,372,49800,8123838,36453000
272,1546588800000000000,20,100600,202101,550,6,118,89900,8123838,6122000
273,1546590000000000000,20,100600,202101,550,6,118,89900,8123838,22625000
274,1546591200000000000,20,100600,202101,550,6,118,89900,8123838,34090000
275,1546592400000000000,20,100765,202230,721,10,133,238000,8123838,5440000
276,1546592400000000000,20,100765,202238,1317,10,133,228000,8123838,2285000
277,1546592400000000000,20,100765,202229,720,10,133,218000,8123838,1469000
278,1546592400000000000,20,100765,202237,1316,10,133,208000,8123838,1403000
279,1546593600000000000,20,100765,202230,721,10,133,238000,8123838,14685000
280,1546593600000000000,20,100765,202238,1317,10,133,228000,8123838,8150000
281,1546593600000000000,20,100765,202229,720,10,133,218000,8123838,4962000
282,1546593600000000000,20,100765,202237,1316,10,133,208000,8123838,1389000
283,1546594800000000000,20,100765,202230,721,10,133,238000,8123838,23132000
284,1546594800000000000,20,100765,202238,1317,10,133,228000,8123838,16967000
285,1546594800000000000,20,100765,202229,720,10,133,218000,8123838,8491000
286,1546594800000000000,20,100765,202237,1316,10,133,208000,8123838,2742000
287,1546596000000000000,20,100837,202455,21,10,383,218000,8123838,6251000
288,1546596000000000000,20,100837,202458,24,10,383,208000,8123838,7445000
289,1546596000000000000,20,100837,202456,22,10,383,208000,8123838,3010000
290,1546596000000000000,20,100837,202457,23,10,383,198000,8123838,2161000
291,1546597200000000000,20,100837,202455,21,10,383,218000,8123838,17861000
292,1546597200000000000,20,100837,202458,24,10,383,208000,8123838,12608000
293,1546597200000000000,20,100837,202456,22,10,383,208000,8123838,0
294,1546597200000000000,20,100837,202457,23,10,383,198000,8123838,4978000
295,1546598400000000000,20,100837,202455,21,10,383,218000,8123838,34904000
296,1546598400000000000,20,100837,202458,24,10,383,208000,8123838,29606000
297,1546598400000000000,20,100837,202456,22,10,383,208000,8123838,8176000
298,1546598400000000000,20,100837,202457,23,10,383,198000,8123838,7798000
299,1546599600000000000,30,100302,200970,1133,6,295,109000,8123838,28056000
300,1546601400000000000,30,100302,200970,1133,6,295,109000,8123838,56953000
301,1546603200000000000,20,100253,200864,1047,3,260,30900,8123838,30671000
302,1546604400000000000,20,100253,200864,1047,3,260,30900,8123838,44792000
303,1546605600000000000,20,100253,200864,1047,3,260,30900,8123838,50049000
304,1546606800000000000,20,100255,200868,1724,10,430,109800,8123838,17529000
305,1546608000000000000,20,100255,200868,1724,10,430,109800,8123838,31775000
306,1546609200000000000,20,100255,200868,1724,10,430,109800,8123838,42918000
307,1546610400000000000,20,100302,200974,1137,6,295,59000,8123838,17925000
308,1546611600000000000,20,100302,200974,1137,6,295,59000,8123838,31346000
309,1546612800000000000,20,100302,200974,1137,6,295,59000,8123838,37992000
310,1546614000000000000,20,100198,200670,974,3,219,50900,8123838,28581000
311,1546615200000000000,20,100198,200670,974,3,219,50900,8123838,32544000
312,1546616400000000000,20,100198,200670,974,3,219,50900,8123838,61774000
313,1546617600000000000,20,100844,202491,1716,3,421,32900,8123838,26530000
314,1546618800000000000,20,100844,202491,1716,3,421,32900,8123838,40568000
315,1546620000000000000,20,100844,202491,1716,3,421,32900,8123838,48311000
316,1546621200000000000,20,100231,200819,1583,10,390,89800,8123838,19960000
317,1546622400000000000,20,100231,200819,1583,10,390,89800,8123838,37694000
318,1546623600000000000,20,100231,200819,1583,10,390,89800,8123838,53381000
319,1546624800000000000,20,100323,201483,1703,3,418,59900,8123838,30754000
320,1546626000000000000,20,100323,201483,1703,3,418,59900,8123838,43797000
321,1546627200000000000,20,100323,201483,1703,3,418,59900,8123838,66441000
322,1546628400000000000,20,100148,200532,1285,1,15,439000,8123838,19875000
323,1546628400000000000,20,100148,200464,687,1,15,489000,8123838,14280000
324,1546629600000000000,20,100148,200532,1285,1,15,439000,8123838,21358000
325,1546629600000000000,20,100148,200464,687,1,15,489000,8123838,41292000
326,1546630800000000000,20,100148,200532,1285,1,15,439000,8123838,45431000
327,1546630800000000000,20,100148,200464,687,1,15,489000,8123838,26996000
328,1546632000000000000,20,100074,200197,937,8,193,39800,8123838,33392000
329,1546633200000000000,20,100074,200197,937,8,193,39800,8123838,48838000
330,1546634400000000000,20,100074,200197,937,8,193,39800,8123838,79187000
331,1546635600000000000,20,100664,202004,1565,6,384,79900,8123838,23204000
332,1546636800000000000,20,100664,202004,1565,6,384,79900,8123838,40601000
333,1546638000000000000,20,100664,202004,1565,6,384,79900,8123838,48812000
334,1546639200000000000,20,100377,201225,419,7,57,69900,8123838,8949000
335,1546639200000000000,20,100377,201231,424,7,57,69900,8123838,7669000
336,1546640400000000000,20,100377,201225,419,7,57,69900,8123838,14591000
337,1546640400000000000,20,100377,201231,424,7,57,69900,8123838,13394000
338,1546641600000000000,20,100377,201225,419,7,57,69900,8123838,32311000
339,1546641600000000000,20,100377,201231,424,7,57,69900,8123838,25232000
340,1546642800000000000,30,100268,200896,1754,7,435,299000,8123838,17958000
341,1546644600000000000,30,100268,200896,1754,7,435,299000,8123838,61787000
342,1546646400000000000,20,100211,200756,990,8,233,49900,8123838,10874000
343,1546647600000000000,20,100211,200756,990,8,233,49900,8123838,24142000
344,1546648800000000000,20,100211,200756,990,8,233,49900,8123838,23462000
345,1546650000000000000,20,100292,200952,1413,9,37,129000,8123838,15067000
346,1546650000000000000,20,100292,200949,820,9,37,139000,8123838,6857000
347,1546651200000000000,20,100292,200952,1413,9,37,129000,8123838,30116000
348,1546651200000000000,20,100292,200949,820,9,37,139000,8123838,15561000
349,1546652400000000000,17,100292,200952,1413,9,37,129000,8123838,20633000
350,1546652400000000000,17,100292,200949,820,9,37,139000,8123838,8495000
351,1546668000000000000,20,100267,200883,982,8,228,50900,8123838,4976000
352,1546669200000000000,20,100267,200883,982,8,228,50900,8123838,11784000
353,1546670400000000000,20,100267,200883,982,8,228,50900,8123838,18348000
354,1546671600000000000,20,100222,200773,1034,7,252,79000,8123838,3430000
355,1546671600000000000,20,100222,200774,1035,7,252,79000,8123838,3811000
356,1546672800000000000,20,100222,200773,1034,7,252,79000,8123838,10904000
357,1546672800000000000,20,100222,200774,1035,7,252,79000,8123838,8326000
358,1546674000000000000,20,100222,200773,1034,7,252,79000,8123838,15884000
359,1546674000000000000,20,100222,200774,1035,7,252,79000,8123838,7072000
360,1546675200000000000,20,100062,202216,607,7,177,39900,8123838,16654000
361,1546676400000000000,20,100062,202216,607,7,177,39900,8123838,37555000
362,1546677600000000000,20,100062,202216,607,7,177,39900,8123838,64124000
363,1546678800000000000,30,100302,200988,1150,6,295,59000,8123838,43243000
364,1546680600000000000,30,100302,200988,1150,6,295,59000,8123838,88503000
365,1546682400000000000,20,100814,202404,911,7,185,79000,8123838,18277000
366,1546683600000000000,20,100814,202404,911,7,185,79000,8123838,27738000
367,1546684800000000000,20,100814,202404,911,7,185,79000,8123838,35456000
368,1546686000000000000,20,100808,202377,182,7,9,59900,8123838,27914000
369,1546687200000000000,20,100808,202377,182,7,9,59900,8123838,46347000
370,1546688400000000000,20,100808,202377,182,7,9,59900,8123838,79540000
371,1546689600000000000,20,100231,200819,1583,10,390,89800,8123838,25992000
372,1546690800000000000,20,100231,200819,1583,10,390,89800,8123838,51906000
373,1546692000000000000,20,100231,200819,1583,10,390,89800,8123838,77219000
374,1546693200000000000,20,100086,200236,1081,10,275,60900,8123838,37162000
375,1546694400000000000,20,100086,200236,1081,10,275,60900,8123838,66955000
376,1546695600000000000,20,100086,200236,1081,10,275,60900,8123838,69434000
377,1546696800000000000,20,100148,200532,1285,1,15,439000,8123838,18459000
378,1546696800000000000,20,100148,200464,687,1,15,489000,8123838,7956000
379,1546698000000000000,20,100148,200532,1285,1,15,439000,8123838,22774000
380,1546698000000000000,20,100148,200464,687,1,15,489000,8123838,25547000
381,1546699200000000000,20,100148,200532,1285,1,15,439000,8123838,27022000
382,1546699200000000000,20,100148,200464,687,1,15,489000,8123838,43038000
383,1546700400000000000,30,100302,200970,1133,6,295,109000,8123838,32810000
384,1546702200000000000,30,100302,200970,1133,6,295,109000,8123838,61352000
385,1546704000000000000,20,100041,202512,636,3,77,61000,8123838,44297000
386,1546705200000000000,20,100041,202512,636,3,77,61000,8123838,65082000
387,1546706400000000000,20,100041,202512,636,3,77,61000,8123838,69522000
388,1546707600000000000,20,100435,201350,1192,3,308,39900,8123838,52050000
389,1546708800000000000,20,100435,201350,1192,3,308,39900,8123838,77249000
390,1546710000000000000,20,100435,201350,1192,3,308,39900,8123838,104552000
