,방송일시,마더코드,상품코드,상품명,상품군,브랜드,노출(분),month,판매단가,취급액
102,1.55E+18,100765,202238,1317,10,133,20,1,228000,21428000
103,1.55E+18,100765,202229,720,10,133,20,1,218000,6384000
104,1.55E+18,100765,202237,1316,10,133,20,1,208000,4095000
105,1.55E+18,100844,202491,1716,3,421,20,1,32900,29599000
106,1.55E+18,100844,202491,1716,3,421,20,1,32900,40882000
107,1.55E+18,100844,202491,1716,3,421,20,1,32900,42466000
108,1.55E+18,100305,200970,1133,6,295,30,1,109000,28456000
109,1.55E+18,100305,200970,1133,6,295,30,1,109000,56800000
110,1.55E+18,100253,200864,1047,3,260,20,1,30900,41722000
111,1.55E+18,100253,200864,1047,3,260,20,1,30900,43167000
112,1.55E+18,100253,200864,1047,3,260,20,1,30900,70322000
113,1.55E+18,100722,202113,245,3,24,20,1,30900,11931000
114,1.55E+18,100722,202112,244,3,24,20,1,30900,6694000
115,1.55E+18,100722,202113,245,3,24,20,1,30900,16983000
116,1.55E+18,100722,202112,244,3,24,20,1,30900,9744000
117,1.55E+18,100722,202113,245,3,24,20,1,30900,18931000
118,1.55E+18,100722,202112,244,3,24,20,1,30900,11181000
119,1.55E+18,100801,202365,826,3,164,20,1,59900,30903000
120,1.55E+18,100801,202365,826,3,164,20,1,59900,50056000
121,1.55E+18,100801,202365,826,3,164,20,1,59900,49237000
122,1.55E+18,100231,200819,1583,10,390,20,1,89800,22422000
123,1.55E+18,100231,200819,1583,10,390,20,1,89800,33817000
124,1.55E+18,100231,200819,1583,10,390,20,1,89800,44814000
125,1.55E+18,100491,201483,1703,3,418,20,1,59900,25985000
126,1.55E+18,100491,201483,1703,3,418,20,1,59900,36647000
127,1.55E+18,100491,201483,1703,3,418,20,1,59900,65853000
128,1.55E+18,100610,201901,1675,6,410,20,1,89000,18424000
129,1.55E+18,100610,201862,1644,6,410,20,1,89000,422000
130,1.55E+18,100610,201880,1656,6,410,20,1,89000,1506000
131,1.55E+18,100610,201901,1675,6,410,20,1,89000,41096000
132,1.55E+18,100610,201862,1644,6,410,20,1,89000,2575000
133,1.55E+18,100610,201880,1656,6,410,20,1,89000,3660000
134,1.55E+18,100610,201901,1675,6,410,20,1,89000,52885000
135,1.55E+18,100610,201862,1644,6,410,20,1,89000,3029000
136,1.55E+18,100610,201880,1656,6,410,20,1,89000,4155000
137,1.55E+18,100155,200552,1297,1,15,20,1,1409000,14485000
138,1.55E+18,100155,200485,700,1,15,20,1,1549000,11986000
139,1.55E+18,100155,200552,1297,1,15,20,1,1409000,25312000
140,1.55E+18,100155,200485,700,1,15,20,1,1549000,11960000
141,1.55E+18,100155,200552,1297,1,15,20,1,1409000,21729000
142,1.55E+18,100155,200485,700,1,15,20,1,1549000,23895000
143,1.55E+18,100148,200497,1273,1,15,20,1,1300000,3177000
144,1.55E+18,100148,200430,675,1,15,20,1,1440000,0
145,1.55E+18,100148,200506,1275,1,15,20,1,1900000,13796000
146,1.55E+18,100148,200439,677,1,15,20,1,2130000,10329000
147,1.55E+18,100148,200517,1278,1,15,20,1,2700000,0
148,1.55E+18,100148,200450,680,1,15,20,1,2990000,0
149,1.55E+18,100148,200497,1273,1,15,20,1,1300000,3177000
150,1.55E+18,100148,200430,675,1,15,20,1,1440000,3541000
151,1.55E+18,100148,200506,1275,1,15,20,1,1900000,32123000
152,1.55E+18,100148,200439,677,1,15,20,1,2130000,5189000
153,1.55E+18,100148,200517,1278,1,15,20,1,2700000,0
154,1.55E+18,100148,200450,680,1,15,20,1,2990000,0
155,1.55E+18,100148,200497,1273,1,15,20,1,1300000,6305000
156,1.55E+18,100148,200430,675,1,15,20,1,1440000,6983000
157,1.55E+18,100148,200506,1275,1,15,20,1,1900000,36730000
158,1.55E+18,100148,200439,677,1,15,20,1,2130000,15468000
159,1.55E+18,100148,200517,1278,1,15,20,1,2700000,0
160,1.55E+18,100148,200450,680,1,15,20,1,2990000,14523000
161,1.55E+18,100664,202004,1565,6,384,20,1,79900,29048000
162,1.55E+18,100664,202004,1565,6,384,20,1,79900,46224000
163,1.55E+18,100664,202004,1565,6,384,20,1,79900,31298000
164,1.55E+18,100346,201072,1592,7,393,20,1,39900,7329000
165,1.55E+18,100346,201079,1598,7,393,20,1,39900,12050000
166,1.55E+18,100346,201072,1592,7,393,20,1,39900,10481000
167,1.55E+18,100346,201079,1598,7,393,20,1,39900,22520000
168,1.55E+18,100613,201894,1668,6,410,20,1,59000,13185000
169,1.55E+18,100613,201894,1668,6,410,20,1,59000,17348000
170,1.55E+18,100613,201894,1668,6,410,17,1,59000,24910000
171,1.55E+18,100781,202291,1095,9,278,20,1,39800,2450000
172,1.55E+18,100781,202284,1091,9,278,20,1,49800,2645000
173,1.55E+18,100781,202291,1095,9,278,20,1,39800,5609000
174,1.55E+18,100781,202284,1091,9,278,20,1,49800,3874000
175,1.55E+18,100781,202291,1095,9,278,20,1,39800,9045000
176,1.55E+18,100781,202284,1091,9,278,20,1,49800,6162000
177,1.55E+18,100582,201788,1467,3,361,20,1,39900,20546000
178,1.55E+18,100582,201788,1467,3,361,20,1,39900,26917000
179,1.55E+18,100582,201788,1467,3,361,20,1,39900,35153000
180,1.55E+18,100774,202261,1099,8,282,20,1,79000,13665000
181,1.55E+18,100774,202261,1099,8,282,20,1,79000,26788000
182,1.55E+18,100774,202261,1099,8,282,20,1,79000,36208000
183,1.55E+18,100600,201840,552,9,118,20,1,39000,17518000
184,1.55E+18,100600,201840,552,9,118,20,1,39000,19488000
185,1.55E+18,100600,201840,552,9,118,20,1,39000,36253000
186,1.55E+18,100305,200970,1133,6,295,30,1,109000,32763000
187,1.55E+18,100305,200970,1133,6,295,30,1,109000,70140000
188,1.55E+18,100816,202404,911,7,185,20,1,79000,16785000
189,1.55E+18,100816,202404,911,7,185,20,1,79000,32391000
190,1.55E+18,100816,202404,911,7,185,20,1,79000,35613000
191,1.55E+18,100315,201002,131,2,353,20,1,69000,18481000
192,1.55E+18,100315,201002,131,2,353,20,1,69000,24779000
193,1.55E+18,100315,201002,131,2,353,20,1,69000,45269000
194,1.55E+18,100074,200197,937,8,193,20,1,39800,30273000
195,1.55E+18,100074,200197,937,8,193,20,1,39800,41669000
196,1.55E+18,100074,200197,937,8,193,20,1,39800,44782000
197,1.55E+18,100255,200868,1724,10,430,20,1,109800,22816000
198,1.55E+18,100255,200868,1724,10,430,20,1,109800,47947000
199,1.55E+18,100255,200868,1724,10,430,20,1,109800,49139000
200,1.55E+18,100837,202455,21,10,383,20,1,218000,13222000
201,1.55E+18,100837,202458,24,10,383,20,1,208000,9656000
202,1.55E+18,100837,202456,22,10,383,20,1,208000,1530000
203,1.55E+18,100837,202457,23,10,383,20,1,198000,4272000
204,1.55E+18,100837,202455,21,10,383,20,1,218000,31827000
205,1.55E+18,100837,202458,24,10,383,20,1,208000,24436000
206,1.55E+18,100837,202456,22,10,383,20,1,208000,5224000
207,1.55E+18,100837,202457,23,10,383,20,1,198000,6379000
208,1.55E+18,100837,202455,21,10,383,20,1,218000,16324000
209,1.55E+18,100837,202458,24,10,383,20,1,208000,25184000
210,1.55E+18,100837,202456,22,10,383,20,1,208000,6693000
211,1.55E+18,100837,202457,23,10,383,20,1,198000,3576000
212,1.55E+18,100832,202444,1469,3,362,20,1,59900,26611000
213,1.55E+18,100832,202444,1469,3,362,20,1,59900,47757000
214,1.55E+18,100832,202444,1469,3,362,20,1,59900,59853000
215,1.55E+18,100496,201497,941,3,194,20,1,60900,16350000
216,1.55E+18,100496,201497,941,3,194,20,1,60900,33015000
217,1.55E+18,100496,201497,941,3,194,20,1,60900,27284000
218,1.55E+18,100702,202074,1112,3,289,20,1,40900,29976000
219,1.55E+18,100702,202074,1112,3,289,20,1,40900,51728000
220,1.55E+18,100702,202074,1112,3,289,20,1,40900,67200000
221,1.55E+18,100610,201860,1642,6,410,20,1,89000,11888000
222,1.55E+18,100610,201861,1643,6,410,20,1,89000,1879000
223,1.55E+18,100610,201865,1646,6,410,20,1,89000,3419000
224,1.55E+18,100610,201860,1642,6,410,20,1,89000,19216000
225,1.55E+18,100610,201861,1643,6,410,20,1,89000,7147000
226,1.55E+18,100610,201865,1646,6,410,20,1,89000,2252000
227,1.55E+18,100610,201860,1642,6,410,20,1,89000,40329000
228,1.55E+18,100610,201861,1643,6,410,20,1,89000,4871000
229,1.55E+18,100610,201865,1646,6,410,20,1,89000,4458000
230,1.55E+18,100501,201514,452,5,74,20,1,189000,41183000
231,1.55E+18,100501,201514,452,5,74,20,1,189000,83995000
232,1.55E+18,100501,201514,452,5,74,20,1,189000,107418000
233,1.55E+18,100148,200497,1273,1,15,20,1,1300000,6305000
234,1.55E+18,100148,200430,675,1,15,20,1,1440000,3517000
235,1.55E+18,100148,200506,1275,1,15,20,1,1900000,0
236,1.55E+18,100148,200439,677,1,15,20,1,2130000,20608000
237,1.55E+18,100148,200517,1278,1,15,20,1,2700000,6571000
238,1.55E+18,100148,200450,680,1,15,20,1,2990000,7299000
239,1.55E+18,100148,200497,1273,1,15,20,1,1300000,9432000
240,1.55E+18,100148,200430,675,1,15,20,1,1440000,10450000
241,1.55E+18,100148,200506,1275,1,15,20,1,1900000,9214000
242,1.55E+18,100148,200439,677,1,15,20,1,2130000,0
243,1.55E+18,100148,200517,1278,1,15,20,1,2700000,6596000
244,1.55E+18,100148,200450,680,1,15,20,1,2990000,0
245,1.55E+18,100148,200497,1273,1,15,20,1,1300000,9480000
246,1.55E+18,100148,200430,675,1,15,20,1,1440000,17456000
247,1.55E+18,100148,200506,1275,1,15,20,1,1900000,36705000
248,1.55E+18,100148,200439,677,1,15,20,1,2130000,25772000
249,1.55E+18,100148,200517,1278,1,15,20,1,2700000,6571000
250,1.55E+18,100148,200450,680,1,15,20,1,2990000,0
251,1.55E+18,100718,202108,560,6,118,20,1,89900,18030000
252,1.55E+18,100718,202108,560,6,118,20,1,89900,26566000
253,1.55E+18,100718,202108,560,6,118,20,1,89900,42666000
254,1.55E+18,100377,201225,419,7,57,20,1,69900,6925000
255,1.55E+18,100377,201231,424,7,57,20,1,69900,15039000
256,1.55E+18,100377,201225,419,7,57,20,1,69900,13850000
257,1.55E+18,100377,201231,424,7,57,20,1,69900,12274000
258,1.55E+18,100377,201225,419,7,57,20,1,69900,18958000
259,1.55E+18,100377,201231,424,7,57,20,1,69900,12616000
260,1.55E+18,100049,202043,624,7,137,20,1,499000,11512000
261,1.55E+18,100049,202043,624,7,137,20,1,499000,19019000
262,1.55E+18,100049,202043,624,7,137,20,1,499000,26852000
263,1.55E+18,100229,200799,865,5,179,20,1,29800,9780000
264,1.55E+18,100229,200799,865,5,179,20,1,29800,18124000
265,1.55E+18,100229,200799,865,5,179,17,1,29800,20974000
266,1.55E+18,100651,201972,1444,2,350,20,1,74900,10439000
267,1.55E+18,100651,201972,1444,2,350,20,1,74900,17055000
268,1.55E+18,100651,201972,1444,2,350,20,1,74900,43680000
269,1.55E+18,100226,200788,1522,5,372,20,1,49800,10166000
270,1.55E+18,100226,200788,1522,5,372,20,1,49800,31092000
271,1.55E+18,100226,200788,1522,5,372,20,1,49800,36453000
272,1.55E+18,100717,202101,550,6,118,20,1,89900,6122000
273,1.55E+18,100717,202101,550,6,118,20,1,89900,22625000
274,1.55E+18,100717,202101,550,6,118,20,1,89900,34090000
275,1.55E+18,100765,202230,721,10,133,20,1,238000,5440000
276,1.55E+18,100765,202238,1317,10,133,20,1,228000,2285000
277,1.55E+18,100765,202229,720,10,133,20,1,218000,1469000
278,1.55E+18,100765,202237,1316,10,133,20,1,208000,1403000
279,1.55E+18,100765,202230,721,10,133,20,1,238000,14685000
280,1.55E+18,100765,202238,1317,10,133,20,1,228000,8150000
281,1.55E+18,100765,202229,720,10,133,20,1,218000,4962000
282,1.55E+18,100765,202237,1316,10,133,20,1,208000,1389000
283,1.55E+18,100765,202230,721,10,133,20,1,238000,23132000
284,1.55E+18,100765,202238,1317,10,133,20,1,228000,16967000
285,1.55E+18,100765,202229,720,10,133,20,1,218000,8491000
286,1.55E+18,100765,202237,1316,10,133,20,1,208000,2742000
287,1.55E+18,100837,202455,21,10,383,20,1,218000,6251000
288,1.55E+18,100837,202458,24,10,383,20,1,208000,7445000
289,1.55E+18,100837,202456,22,10,383,20,1,208000,3010000
290,1.55E+18,100837,202457,23,10,383,20,1,198000,2161000
291,1.55E+18,100837,202455,21,10,383,20,1,218000,17861000
292,1.55E+18,100837,202458,24,10,383,20,1,208000,12608000
293,1.55E+18,100837,202456,22,10,383,20,1,208000,0
294,1.55E+18,100837,202457,23,10,383,20,1,198000,4978000
295,1.55E+18,100837,202455,21,10,383,20,1,218000,34904000
296,1.55E+18,100837,202458,24,10,383,20,1,208000,29606000
297,1.55E+18,100837,202456,22,10,383,20,1,208000,8176000
298,1.55E+18,100837,202457,23,10,383,20,1,198000,7798000
299,1.55E+18,100305,200970,1133,6,295,30,1,109000,28056000
300,1.55E+18,100305,200970,1133,6,295,30,1,109000,56953000
301,1.55E+18,100253,200864,1047,3,260,20,1,30900,30671000
302,1.55E+18,100253,200864,1047,3,260,20,1,30900,44792000
303,1.55E+18,100253,200864,1047,3,260,20,1,30900,50049000
304,1.55E+18,100255,200868,1724,10,430,20,1,109800,17529000
305,1.55E+18,100255,200868,1724,10,430,20,1,109800,31775000
306,1.55E+18,100255,200868,1724,10,430,20,1,109800,42918000
307,1.55E+18,100305,200974,1137,6,295,20,1,59000,17925000
308,1.55E+18,100305,200974,1137,6,295,20,1,59000,31346000
309,1.55E+18,100305,200974,1137,6,295,20,1,59000,37992000
310,1.55E+18,100199,200670,974,3,219,20,1,50900,28581000
311,1.55E+18,100199,200670,974,3,219,20,1,50900,32544000
312,1.55E+18,100199,200670,974,3,219,20,1,50900,61774000
313,1.55E+18,100844,202491,1716,3,421,20,1,32900,26530000
314,1.55E+18,100844,202491,1716,3,421,20,1,32900,40568000
315,1.55E+18,100844,202491,1716,3,421,20,1,32900,48311000
316,1.55E+18,100231,200819,1583,10,390,20,1,89800,19960000
317,1.55E+18,100231,200819,1583,10,390,20,1,89800,37694000
318,1.55E+18,100231,200819,1583,10,390,20,1,89800,53381000
319,1.55E+18,100491,201483,1703,3,418,20,1,59900,30754000
320,1.55E+18,100491,201483,1703,3,418,20,1,59900,43797000
321,1.55E+18,100491,201483,1703,3,418,20,1,59900,66441000
322,1.55E+18,100150,200532,1285,1,15,20,1,439000,19875000
323,1.55E+18,100150,200464,687,1,15,20,1,489000,14280000
324,1.55E+18,100150,200532,1285,1,15,20,1,439000,21358000
325,1.55E+18,100150,200464,687,1,15,20,1,489000,41292000
326,1.55E+18,100150,200532,1285,1,15,20,1,439000,45431000
327,1.55E+18,100150,200464,687,1,15,20,1,489000,26996000
328,1.55E+18,100074,200197,937,8,193,20,1,39800,33392000
329,1.55E+18,100074,200197,937,8,193,20,1,39800,48838000
330,1.55E+18,100074,200197,937,8,193,20,1,39800,79187000
331,1.55E+18,100664,202004,1565,6,384,20,1,79900,23204000
332,1.55E+18,100664,202004,1565,6,384,20,1,79900,40601000
333,1.55E+18,100664,202004,1565,6,384,20,1,79900,48812000
334,1.55E+18,100377,201225,419,7,57,20,1,69900,8949000
335,1.55E+18,100377,201231,424,7,57,20,1,69900,7669000
336,1.55E+18,100377,201225,419,7,57,20,1,69900,14591000
337,1.55E+18,100377,201231,424,7,57,20,1,69900,13394000
338,1.55E+18,100377,201225,419,7,57,20,1,69900,32311000
339,1.55E+18,100377,201231,424,7,57,20,1,69900,25232000
340,1.55E+18,100271,200896,1754,7,435,30,1,299000,17958000
341,1.55E+18,100271,200896,1754,7,435,30,1,299000,61787000
342,1.55E+18,100212,200756,990,8,233,20,1,49900,10874000
343,1.55E+18,100212,200756,990,8,233,20,1,49900,24142000
344,1.55E+18,100212,200756,990,8,233,20,1,49900,23462000
345,1.55E+18,100293,200952,1413,9,37,20,1,129000,15067000
346,1.55E+18,100293,200949,820,9,37,20,1,139000,6857000
347,1.55E+18,100293,200952,1413,9,37,20,1,129000,30116000
348,1.55E+18,100293,200949,820,9,37,20,1,139000,15561000
349,1.55E+18,100293,200952,1413,9,37,17,1,129000,20633000
350,1.55E+18,100293,200949,820,9,37,17,1,139000,8495000
351,1.55E+18,100267,200883,982,8,228,20,1,50900,4976000
352,1.55E+18,100267,200883,982,8,228,20,1,50900,11784000
353,1.55E+18,100267,200883,982,8,228,20,1,50900,18348000
354,1.55E+18,100222,200773,1034,7,252,20,1,79000,3430000
355,1.55E+18,100222,200774,1035,7,252,20,1,79000,3811000
356,1.55E+18,100222,200773,1034,7,252,20,1,79000,10904000
357,1.55E+18,100222,200774,1035,7,252,20,1,79000,8326000
358,1.55E+18,100222,200773,1034,7,252,20,1,79000,15884000
359,1.55E+18,100222,200774,1035,7,252,20,1,79000,7072000
360,1.55E+18,100761,202216,607,7,177,20,1,39900,16654000
361,1.55E+18,100761,202216,607,7,177,20,1,39900,37555000
362,1.55E+18,100761,202216,607,7,177,20,1,39900,64124000
363,1.55E+18,100305,200988,1150,6,295,30,1,59000,43243000
364,1.55E+18,100305,200988,1150,6,295,30,1,59000,88503000
365,1.55E+18,100816,202404,911,7,185,20,1,79000,18277000
366,1.55E+18,100816,202404,911,7,185,20,1,79000,27738000
367,1.55E+18,100816,202404,911,7,185,20,1,79000,35456000
368,1.55E+18,100808,202377,182,7,9,20,1,59900,27914000
369,1.55E+18,100808,202377,182,7,9,20,1,59900,46347000
370,1.55E+18,100808,202377,182,7,9,20,1,59900,79540000
371,1.55E+18,100231,200819,1583,10,390,20,1,89800,25992000
372,1.55E+18,100231,200819,1583,10,390,20,1,89800,51906000
373,1.55E+18,100231,200819,1583,10,390,20,1,89800,77219000
374,1.55E+18,100088,200236,1081,10,275,20,1,60900,37162000
375,1.55E+18,100088,200236,1081,10,275,20,1,60900,66955000
376,1.55E+18,100088,200236,1081,10,275,20,1,60900,69434000
377,1.55E+18,100150,200532,1285,1,15,20,1,439000,18459000
378,1.55E+18,100150,200464,687,1,15,20,1,489000,7956000
379,1.55E+18,100150,200532,1285,1,15,20,1,439000,22774000
380,1.55E+18,100150,200464,687,1,15,20,1,489000,25547000
381,1.55E+18,100150,200532,1285,1,15,20,1,439000,27022000
382,1.55E+18,100150,200464,687,1,15,20,1,489000,43038000
383,1.55E+18,100305,200970,1133,6,295,30,1,109000,32810000
384,1.55E+18,100305,200970,1133,6,295,30,1,109000,61352000
385,1.55E+18,100849,202512,636,3,77,20,1,61000,44297000
386,1.55E+18,100849,202512,636,3,77,20,1,61000,65082000
387,1.55E+18,100849,202512,636,3,77,20,1,61000,69522000
388,1.55E+18,100435,201350,1192,3,308,20,1,39900,52050000
389,1.55E+18,100435,201350,1192,3,308,20,1,39900,77249000
390,1.55E+18,100435,201350,1192,3,308,20,1,39900,104552000
391,1.55E+18,100801,202365,826,3,164,20,1,59900,26816000
392,1.55E+18,100801,202365,826,3,164,20,1,59900,50176000
393,1.55E+18,100448,202098,1392,10,382,20,1,158000,7220000
394,1.55E+18,100448,202092,798,10,382,20,1,168000,4779000
395,1.55E+18,100448,202099,1393,10,382,20,1,148000,3701000
396,1.55E+18,100448,202094,799,10,382,20,1,158000,0
397,1.55E+18,100448,202098,1392,10,382,20,1,158000,28368000
398,1.55E+18,100448,202092,798,10,382,20,1,168000,14252000
399,1.55E+18,100448,202099,1393,10,382,20,1,148000,8884000
400,1.55E+18,100448,202094,799,10,382,20,1,158000,5044000
401,1.55E+18,100448,202098,1392,10,382,20,1,158000,52106000
402,1.55E+18,100448,202092,798,10,382,20,1,168000,29613000
403,1.55E+18,100448,202099,1393,10,382,20,1,148000,18808000
404,1.55E+18,100448,202094,799,10,382,20,1,158000,8382000
405,1.55E+18,100610,201860,1642,6,410,20,1,89000,9256000
406,1.55E+18,100610,201861,1643,6,410,20,1,89000,2289000
407,1.55E+18,100610,201865,1646,6,410,20,1,89000,393000
408,1.55E+18,100610,201860,1642,6,410,20,1,89000,22946000
409,1.55E+18,100610,201861,1643,6,410,20,1,89000,4875000
410,1.55E+18,100610,201865,1646,6,410,20,1,89000,2289000
411,1.55E+18,100610,201860,1642,6,410,20,1,89000,38690000
412,1.55E+18,100610,201861,1643,6,410,20,1,89000,4787000
413,1.55E+18,100610,201865,1646,6,410,20,1,89000,4486000
414,1.55E+18,100148,200497,1273,1,15,20,1,1300000,3177000
415,1.55E+18,100148,200430,675,1,15,20,1,1440000,0
416,1.55E+18,100148,200506,1275,1,15,20,1,1900000,4632000
417,1.55E+18,100148,200439,677,1,15,20,1,2130000,15493000
418,1.55E+18,100148,200517,1278,1,15,20,1,2700000,0
419,1.55E+18,100148,200450,680,1,15,20,1,2990000,0
420,1.55E+18,100148,200497,1273,1,15,20,1,1300000,3177000
421,1.55E+18,100148,200430,675,1,15,20,1,1440000,13965000
422,1.55E+18,100148,200506,1275,1,15,20,1,1900000,27541000
423,1.55E+18,100148,200439,677,1,15,20,1,2130000,25747000
424,1.55E+18,100148,200517,1278,1,15,20,1,2700000,6596000
425,1.55E+18,100148,200450,680,1,15,20,1,2990000,7299000
426,1.55E+18,100148,200497,1273,1,15,20,1,1300000,21941000
