,방송일시,마더코드,상품코드,상품명,상품군,판매단가,노출,month,취급액
120,1546448400000000000,100801,202365,826,3,59900,20,1,30903000
121,1546449600000000000,100801,202365,826,3,59900,20,1,50056000
122,1546450800000000000,100801,202365,826,3,59900,20,1,49237000
123,1546452000000000000,100231,200819,1583,10,89800,20,1,22422000
124,1546453200000000000,100231,200819,1583,10,89800,20,1,33817000
125,1546454400000000000,100231,200819,1583,10,89800,20,1,44814000
126,1546455600000000000,100491,201483,1703,3,59900,20,1,25985000
127,1546456800000000000,100491,201483,1703,3,59900,20,1,36647000
128,1546458000000000000,100491,201483,1703,3,59900,20,1,65853000
129,1546459200000000000,100610,201901,1675,6,89000,20,1,18424000
130,1546459200000000000,100610,201862,1644,6,89000,20,1,422000
131,1546459200000000000,100610,201880,1656,6,89000,20,1,1506000
132,1546460400000000000,100610,201901,1675,6,89000,20,1,41096000
133,1546460400000000000,100610,201862,1644,6,89000,20,1,2575000
134,1546460400000000000,100610,201880,1656,6,89000,20,1,3660000
135,1546461600000000000,100610,201901,1675,6,89000,20,1,52885000
136,1546461600000000000,100610,201862,1644,6,89000,20,1,3029000
137,1546461600000000000,100610,201880,1656,6,89000,20,1,4155000
138,1546462800000000000,100155,200552,1297,1,1409000,20,1,14485000
139,1546462800000000000,100155,200485,700,1,1549000,20,1,11986000
140,1546464000000000000,100155,200552,1297,1,1409000,20,1,25312000
141,1546464000000000000,100155,200485,700,1,1549000,20,1,11960000
142,1546465200000000000,100155,200552,1297,1,1409000,20,1,21729000
143,1546465200000000000,100155,200485,700,1,1549000,20,1,23895000
144,1546466400000000000,100148,200497,1273,1,1300000,20,1,3177000
145,1546466400000000000,100148,200430,675,1,1440000,20,1,0
146,1546466400000000000,100148,200506,1275,1,1900000,20,1,13796000
147,1546466400000000000,100148,200439,677,1,2130000,20,1,10329000
148,1546466400000000000,100148,200517,1278,1,2700000,20,1,0
149,1546466400000000000,100148,200450,680,1,2990000,20,1,0
150,1546467600000000000,100148,200497,1273,1,1300000,20,1,3177000
151,1546467600000000000,100148,200430,675,1,1440000,20,1,3541000
152,1546467600000000000,100148,200506,1275,1,1900000,20,1,32123000
153,1546467600000000000,100148,200439,677,1,2130000,20,1,5189000
154,1546467600000000000,100148,200517,1278,1,2700000,20,1,0
155,1546467600000000000,100148,200450,680,1,2990000,20,1,0
156,1546468800000000000,100148,200497,1273,1,1300000,20,1,6305000
157,1546468800000000000,100148,200430,675,1,1440000,20,1,6983000
158,1546468800000000000,100148,200506,1275,1,1900000,20,1,36730000
159,1546468800000000000,100148,200439,677,1,2130000,20,1,15468000
160,1546468800000000000,100148,200517,1278,1,2700000,20,1,0
161,1546468800000000000,100148,200450,680,1,2990000,20,1,14523000
162,1546470000000000000,100664,202004,1565,6,79900,20,1,29048000
163,1546471200000000000,100664,202004,1565,6,79900,20,1,46224000
164,1546472400000000000,100664,202004,1565,6,79900,20,1,31298000
165,1546473600000000000,100346,201072,1592,7,39900,20,1,7329000
166,1546473600000000000,100346,201079,1598,7,39900,20,1,12050000
167,1546474800000000000,100346,201072,1592,7,39900,20,1,10481000
168,1546474800000000000,100346,201079,1598,7,39900,20,1,22520000
169,1546477200000000000,100613,201894,1668,6,59000,20,1,13185000
170,1546478400000000000,100613,201894,1668,6,59000,20,1,17348000
171,1546479600000000000,100613,201894,1668,6,59000,17,1,24910000
172,1546495200000000000,100781,202291,1095,9,39800,20,1,2450000
173,1546495200000000000,100781,202284,1091,9,49800,20,1,2645000
174,1546496400000000000,100781,202291,1095,9,39800,20,1,5609000
175,1546496400000000000,100781,202284,1091,9,49800,20,1,3874000
176,1546497600000000000,100781,202291,1095,9,39800,20,1,9045000
177,1546497600000000000,100781,202284,1091,9,49800,20,1,6162000
178,1546498800000000000,100582,201788,1467,3,39900,20,1,20546000
179,1546500000000000000,100582,201788,1467,3,39900,20,1,26917000
180,1546501200000000000,100582,201788,1467,3,39900,20,1,35153000
181,1546502400000000000,100774,202261,1099,8,79000,20,1,13665000
182,1546503600000000000,100774,202261,1099,8,79000,20,1,26788000
183,1546504800000000000,100774,202261,1099,8,79000,20,1,36208000
184,1546506000000000000,100600,201840,552,9,39000,20,1,17518000
185,1546507200000000000,100600,201840,552,9,39000,20,1,19488000
186,1546508400000000000,100600,201840,552,9,39000,20,1,36253000
187,1546509600000000000,100305,200970,1133,6,109000,30,1,32763000
188,1546511400000000000,100305,200970,1133,6,109000,30,1,70140000
189,1546513200000000000,100816,202404,911,7,79000,20,1,16785000
190,1546514400000000000,100816,202404,911,7,79000,20,1,32391000
191,1546515600000000000,100816,202404,911,7,79000,20,1,35613000
192,1546516800000000000,100315,201002,131,2,69000,20,1,18481000
193,1546518000000000000,100315,201002,131,2,69000,20,1,24779000
194,1546519200000000000,100315,201002,131,2,69000,20,1,45269000
195,1546520400000000000,100074,200197,937,8,39800,20,1,30273000
196,1546521600000000000,100074,200197,937,8,39800,20,1,41669000
197,1546522800000000000,100074,200197,937,8,39800,20,1,44782000
198,1546524000000000000,100255,200868,1724,10,109800,20,1,22816000
199,1546525200000000000,100255,200868,1724,10,109800,20,1,47947000
200,1546526400000000000,100255,200868,1724,10,109800,20,1,49139000
201,1546527600000000000,100837,202455,21,10,218000,20,1,13222000
202,1546527600000000000,100837,202458,24,10,208000,20,1,9656000
203,1546527600000000000,100837,202456,22,10,208000,20,1,1530000
204,1546527600000000000,100837,202457,23,10,198000,20,1,4272000
205,1546528800000000000,100837,202455,21,10,218000,20,1,31827000
206,1546528800000000000,100837,202458,24,10,208000,20,1,24436000
207,1546528800000000000,100837,202456,22,10,208000,20,1,5224000
208,1546528800000000000,100837,202457,23,10,198000,20,1,6379000
209,1546530000000000000,100837,202455,21,10,218000,20,1,16324000
210,1546530000000000000,100837,202458,24,10,208000,20,1,25184000
211,1546530000000000000,100837,202456,22,10,208000,20,1,6693000
212,1546530000000000000,100837,202457,23,10,198000,20,1,3576000
213,1546531200000000000,100832,202444,1469,3,59900,20,1,26611000
214,1546532400000000000,100832,202444,1469,3,59900,20,1,47757000
215,1546533600000000000,100832,202444,1469,3,59900,20,1,59853000
216,1546534800000000000,100496,201497,941,3,60900,20,1,16350000
217,1546536000000000000,100496,201497,941,3,60900,20,1,33015000
218,1546537200000000000,100496,201497,941,3,60900,20,1,27284000
219,1546538400000000000,100702,202074,1112,3,40900,20,1,29976000
220,1546539600000000000,100702,202074,1112,3,40900,20,1,51728000
221,1546540800000000000,100702,202074,1112,3,40900,20,1,67200000
222,1546542000000000000,100610,201860,1642,6,89000,20,1,11888000
223,1546542000000000000,100610,201861,1643,6,89000,20,1,1879000
224,1546542000000000000,100610,201865,1646,6,89000,20,1,3419000
225,1546543200000000000,100610,201860,1642,6,89000,20,1,19216000
226,1546543200000000000,100610,201861,1643,6,89000,20,1,7147000
227,1546543200000000000,100610,201865,1646,6,89000,20,1,2252000
228,1546544400000000000,100610,201860,1642,6,89000,20,1,40329000
229,1546544400000000000,100610,201861,1643,6,89000,20,1,4871000
230,1546544400000000000,100610,201865,1646,6,89000,20,1,4458000
231,1546545600000000000,100501,201514,452,5,189000,20,1,41183000
232,1546546800000000000,100501,201514,452,5,189000,20,1,83995000
233,1546548000000000000,100501,201514,452,5,189000,20,1,107418000
234,1546549200000000000,100148,200497,1273,1,1300000,20,1,6305000
235,1546549200000000000,100148,200430,675,1,1440000,20,1,3517000
236,1546549200000000000,100148,200506,1275,1,1900000,20,1,0
237,1546549200000000000,100148,200439,677,1,2130000,20,1,20608000
238,1546549200000000000,100148,200517,1278,1,2700000,20,1,6571000
239,1546549200000000000,100148,200450,680,1,2990000,20,1,7299000
240,1546550400000000000,100148,200497,1273,1,1300000,20,1,9432000
241,1546550400000000000,100148,200430,675,1,1440000,20,1,10450000
242,1546550400000000000,100148,200506,1275,1,1900000,20,1,9214000
243,1546550400000000000,100148,200439,677,1,2130000,20,1,0
244,1546550400000000000,100148,200517,1278,1,2700000,20,1,6596000
245,1546550400000000000,100148,200450,680,1,2990000,20,1,0
246,1546551600000000000,100148,200497,1273,1,1300000,20,1,9480000
247,1546551600000000000,100148,200430,675,1,1440000,20,1,17456000
248,1546551600000000000,100148,200506,1275,1,1900000,20,1,36705000
249,1546551600000000000,100148,200439,677,1,2130000,20,1,25772000
250,1546551600000000000,100148,200517,1278,1,2700000,20,1,6571000
251,1546551600000000000,100148,200450,680,1,2990000,20,1,0
252,1546552800000000000,100718,202108,560,6,89900,20,1,18030000
253,1546554000000000000,100718,202108,560,6,89900,20,1,26566000
254,1546555200000000000,100718,202108,560,6,89900,20,1,42666000
255,1546556400000000000,100377,201225,419,7,69900,20,1,6925000
256,1546556400000000000,100377,201231,424,7,69900,20,1,15039000
257,1546557600000000000,100377,201225,419,7,69900,20,1,13850000
258,1546557600000000000,100377,201231,424,7,69900,20,1,12274000
259,1546558800000000000,100377,201225,419,7,69900,20,1,18958000
260,1546558800000000000,100377,201231,424,7,69900,20,1,12616000
261,1546560000000000000,100049,202043,624,7,499000,20,1,11512000
262,1546561200000000000,100049,202043,624,7,499000,20,1,19019000
263,1546562400000000000,100049,202043,624,7,499000,20,1,26852000
264,1546563600000000000,100229,200799,865,5,29800,20,1,9780000
265,1546564800000000000,100229,200799,865,5,29800,20,1,18124000
266,1546566000000000000,100229,200799,865,5,29800,17,1,20974000
267,1546581600000000000,100651,201972,1444,2,74900,20,1,10439000
268,1546582800000000000,100651,201972,1444,2,74900,20,1,17055000
269,1546584000000000000,100651,201972,1444,2,74900,20,1,43680000
270,1546585200000000000,100226,200788,1522,5,49800,20,1,10166000
271,1546586400000000000,100226,200788,1522,5,49800,20,1,31092000
272,1546587600000000000,100226,200788,1522,5,49800,20,1,36453000
273,1546588800000000000,100717,202101,550,6,89900,20,1,6122000
274,1546590000000000000,100717,202101,550,6,89900,20,1,22625000
275,1546591200000000000,100717,202101,550,6,89900,20,1,34090000
276,1546592400000000000,100765,202230,721,10,238000,20,1,5440000
277,1546592400000000000,100765,202238,1317,10,228000,20,1,2285000
278,1546592400000000000,100765,202229,720,10,218000,20,1,1469000
279,1546592400000000000,100765,202237,1316,10,208000,20,1,1403000
280,1546593600000000000,100765,202230,721,10,238000,20,1,14685000
281,1546593600000000000,100765,202238,1317,10,228000,20,1,8150000
282,1546593600000000000,100765,202229,720,10,218000,20,1,4962000
283,1546593600000000000,100765,202237,1316,10,208000,20,1,1389000
284,1546594800000000000,100765,202230,721,10,238000,20,1,23132000
285,1546594800000000000,100765,202238,1317,10,228000,20,1,16967000
286,1546594800000000000,100765,202229,720,10,218000,20,1,8491000
287,1546594800000000000,100765,202237,1316,10,208000,20,1,2742000
288,1546596000000000000,100837,202455,21,10,218000,20,1,6251000
289,1546596000000000000,100837,202458,24,10,208000,20,1,7445000
290,1546596000000000000,100837,202456,22,10,208000,20,1,3010000
291,1546596000000000000,100837,202457,23,10,198000,20,1,2161000
292,1546597200000000000,100837,202455,21,10,218000,20,1,17861000
293,1546597200000000000,100837,202458,24,10,208000,20,1,12608000
294,1546597200000000000,100837,202456,22,10,208000,20,1,0
295,1546597200000000000,100837,202457,23,10,198000,20,1,4978000
296,1546598400000000000,100837,202455,21,10,218000,20,1,34904000
297,1546598400000000000,100837,202458,24,10,208000,20,1,29606000
298,1546598400000000000,100837,202456,22,10,208000,20,1,8176000
299,1546598400000000000,100837,202457,23,10,198000,20,1,7798000
300,1546599600000000000,100305,200970,1133,6,109000,30,1,28056000
301,1546601400000000000,100305,200970,1133,6,109000,30,1,56953000
302,1546603200000000000,100253,200864,1047,3,30900,20,1,30671000
303,1546604400000000000,100253,200864,1047,3,30900,20,1,44792000
304,1546605600000000000,100253,200864,1047,3,30900,20,1,50049000
305,1546606800000000000,100255,200868,1724,10,109800,20,1,17529000
306,1546608000000000000,100255,200868,1724,10,109800,20,1,31775000
307,1546609200000000000,100255,200868,1724,10,109800,20,1,42918000
308,1546610400000000000,100305,200974,1137,6,59000,20,1,17925000
309,1546611600000000000,100305,200974,1137,6,59000,20,1,31346000
310,1546612800000000000,100305,200974,1137,6,59000,20,1,37992000
311,1546614000000000000,100199,200670,974,3,50900,20,1,28581000
312,1546615200000000000,100199,200670,974,3,50900,20,1,32544000
313,1546616400000000000,100199,200670,974,3,50900,20,1,61774000
314,1546617600000000000,100844,202491,1716,3,32900,20,1,26530000
315,1546618800000000000,100844,202491,1716,3,32900,20,1,40568000
316,1546620000000000000,100844,202491,1716,3,32900,20,1,48311000
317,1546621200000000000,100231,200819,1583,10,89800,20,1,19960000
318,1546622400000000000,100231,200819,1583,10,89800,20,1,37694000
319,1546623600000000000,100231,200819,1583,10,89800,20,1,53381000
320,1546624800000000000,100491,201483,1703,3,59900,20,1,30754000
321,1546626000000000000,100491,201483,1703,3,59900,20,1,43797000
322,1546627200000000000,100491,201483,1703,3,59900,20,1,66441000
323,1546628400000000000,100150,200532,1285,1,439000,20,1,19875000
324,1546628400000000000,100150,200464,687,1,489000,20,1,14280000
325,1546629600000000000,100150,200532,1285,1,439000,20,1,21358000
326,1546629600000000000,100150,200464,687,1,489000,20,1,41292000
327,1546630800000000000,100150,200532,1285,1,439000,20,1,45431000
328,1546630800000000000,100150,200464,687,1,489000,20,1,26996000
329,1546632000000000000,100074,200197,937,8,39800,20,1,33392000
330,1546633200000000000,100074,200197,937,8,39800,20,1,48838000
331,1546634400000000000,100074,200197,937,8,39800,20,1,79187000
332,1546635600000000000,100664,202004,1565,6,79900,20,1,23204000
333,1546636800000000000,100664,202004,1565,6,79900,20,1,40601000
334,1546638000000000000,100664,202004,1565,6,79900,20,1,48812000
335,1546639200000000000,100377,201225,419,7,69900,20,1,8949000
336,1546639200000000000,100377,201231,424,7,69900,20,1,7669000
337,1546640400000000000,100377,201225,419,7,69900,20,1,14591000
338,1546640400000000000,100377,201231,424,7,69900,20,1,13394000
339,1546641600000000000,100377,201225,419,7,69900,20,1,32311000
340,1546641600000000000,100377,201231,424,7,69900,20,1,25232000
341,1546642800000000000,100271,200896,1754,7,299000,30,1,17958000
342,1546644600000000000,100271,200896,1754,7,299000,30,1,61787000
343,1546646400000000000,100212,200756,990,8,49900,20,1,10874000
344,1546647600000000000,100212,200756,990,8,49900,20,1,24142000
345,1546648800000000000,100212,200756,990,8,49900,20,1,23462000
346,1546650000000000000,100293,200952,1413,9,129000,20,1,15067000
347,1546650000000000000,100293,200949,820,9,139000,20,1,6857000
348,1546651200000000000,100293,200952,1413,9,129000,20,1,30116000
349,1546651200000000000,100293,200949,820,9,139000,20,1,15561000
350,1546652400000000000,100293,200952,1413,9,129000,17,1,20633000
351,1546652400000000000,100293,200949,820,9,139000,17,1,8495000
352,1546668000000000000,100267,200883,982,8,50900,20,1,4976000
353,1546669200000000000,100267,200883,982,8,50900,20,1,11784000
354,1546670400000000000,100267,200883,982,8,50900,20,1,18348000
355,1546671600000000000,100222,200773,1034,7,79000,20,1,3430000
356,1546671600000000000,100222,200774,1035,7,79000,20,1,3811000
357,1546672800000000000,100222,200773,1034,7,79000,20,1,10904000
358,1546672800000000000,100222,200774,1035,7,79000,20,1,8326000
359,1546674000000000000,100222,200773,1034,7,79000,20,1,15884000
360,1546674000000000000,100222,200774,1035,7,79000,20,1,7072000
361,1546675200000000000,100761,202216,607,7,39900,20,1,16654000
362,1546676400000000000,100761,202216,607,7,39900,20,1,37555000
363,1546677600000000000,100761,202216,607,7,39900,20,1,64124000
364,1546678800000000000,100305,200988,1150,6,59000,30,1,43243000
365,1546680600000000000,100305,200988,1150,6,59000,30,1,88503000
366,1546682400000000000,100816,202404,911,7,79000,20,1,18277000
367,1546683600000000000,100816,202404,911,7,79000,20,1,27738000
368,1546684800000000000,100816,202404,911,7,79000,20,1,35456000
369,1546686000000000000,100808,202377,182,7,59900,20,1,27914000
370,1546687200000000000,100808,202377,182,7,59900,20,1,46347000
371,1546688400000000000,100808,202377,182,7,59900,20,1,79540000
372,1546689600000000000,100231,200819,1583,10,89800,20,1,25992000
373,1546690800000000000,100231,200819,1583,10,89800,20,1,51906000
374,1546692000000000000,100231,200819,1583,10,89800,20,1,77219000
375,1546693200000000000,100088,200236,1081,10,60900,20,1,37162000
376,1546694400000000000,100088,200236,1081,10,60900,20,1,66955000
377,1546695600000000000,100088,200236,1081,10,60900,20,1,69434000
378,1546696800000000000,100150,200532,1285,1,439000,20,1,18459000
379,1546696800000000000,100150,200464,687,1,489000,20,1,7956000
380,1546698000000000000,100150,200532,1285,1,439000,20,1,22774000
381,1546698000000000000,100150,200464,687,1,489000,20,1,25547000
382,1546699200000000000,100150,200532,1285,1,439000,20,1,27022000
383,1546699200000000000,100150,200464,687,1,489000,20,1,43038000
384,1546700400000000000,100305,200970,1133,6,109000,30,1,32810000
385,1546702200000000000,100305,200970,1133,6,109000,30,1,61352000
386,1546704000000000000,100849,202512,636,3,61000,20,1,44297000
387,1546705200000000000,100849,202512,636,3,61000,20,1,65082000
388,1546706400000000000,100849,202512,636,3,61000,20,1,69522000
389,1546707600000000000,100435,201350,1192,3,39900,20,1,52050000
390,1546708800000000000,100435,201350,1192,3,39900,20,1,77249000
391,1546710000000000000,100435,201350,1192,3,39900,20,1,104552000
392,1546712400000000000,100801,202365,826,3,59900,20,1,26816000
393,1546713600000000000,100801,202365,826,3,59900,20,1,50176000
394,1546714800000000000,100448,202098,1392,10,158000,20,1,7220000
395,1546714800000000000,100448,202092,798,10,168000,20,1,4779000
396,1546714800000000000,100448,202099,1393,10,148000,20,1,3701000
397,1546714800000000000,100448,202094,799,10,158000,20,1,0
398,1546716000000000000,100448,202098,1392,10,158000,20,1,28368000
399,1546716000000000000,100448,202092,798,10,168000,20,1,14252000
400,1546716000000000000,100448,202099,1393,10,148000,20,1,8884000
401,1546716000000000000,100448,202094,799,10,158000,20,1,5044000
402,1546717200000000000,100448,202098,1392,10,158000,20,1,52106000
403,1546717200000000000,100448,202092,798,10,168000,20,1,29613000
404,1546717200000000000,100448,202099,1393,10,148000,20,1,18808000
405,1546717200000000000,100448,202094,799,10,158000,20,1,8382000
406,1546718400000000000,100610,201860,1642,6,89000,20,1,9256000
407,1546718400000000000,100610,201861,1643,6,89000,20,1,2289000
408,1546718400000000000,100610,201865,1646,6,89000,20,1,393000
409,1546719600000000000,100610,201860,1642,6,89000,20,1,22946000
410,1546719600000000000,100610,201861,1643,6,89000,20,1,4875000
411,1546719600000000000,100610,201865,1646,6,89000,20,1,2289000
412,1546720800000000000,100610,201860,1642,6,89000,20,1,38690000
413,1546720800000000000,100610,201861,1643,6,89000,20,1,4787000
414,1546720800000000000,100610,201865,1646,6,89000,20,1,4486000
415,1546722000000000000,100148,200497,1273,1,1300000,20,1,3177000
416,1546722000000000000,100148,200430,675,1,1440000,20,1,0
417,1546722000000000000,100148,200506,1275,1,1900000,20,1,4632000
418,1546722000000000000,100148,200439,677,1,2130000,20,1,15493000
419,1546722000000000000,100148,200517,1278,1,2700000,20,1,0
420,1546722000000000000,100148,200450,680,1,2990000,20,1,0
421,1546723200000000000,100148,200497,1273,1,1300000,20,1,3177000
422,1546723200000000000,100148,200430,675,1,1440000,20,1,13965000
423,1546723200000000000,100148,200506,1275,1,1900000,20,1,27541000
424,1546723200000000000,100148,200439,677,1,2130000,20,1,25747000
425,1546723200000000000,100148,200517,1278,1,2700000,20,1,6596000
426,1546723200000000000,100148,200450,680,1,2990000,20,1,7299000
427,1546724400000000000,100148,200497,1273,1,1300000,20,1,21941000
428,1546724400000000000,100148,200430,675,1,1440000,20,1,20923000
429,1546724400000000000,100148,200506,1275,1,1900000,20,1,45869000
430,1546724400000000000,100148,200439,677,1,2130000,20,1,46402000
431,1546724400000000000,100148,200517,1278,1,2700000,20,1,13093000
432,1546724400000000000,100148,200450,680,1,2990000,20,1,14523000
433,1546725600000000000,100607,201892,1666,6,119000,20,1,23084000
434,1546726800000000000,100607,201892,1666,6,119000,20,1,62830000
435,1546728000000000000,100607,201892,1666,6,119000,20,1,85094000
436,1546729200000000000,100251,200842,205,7,69000,20,1,23644000
437,1546729200000000000,100251,200855,212,7,69000,20,1,5991000
438,1546730400000000000,100251,200842,205,7,69000,20,1,25823000
439,1546730400000000000,100251,200855,212,7,69000,20,1,8850000
440,1546731600000000000,100251,200842,205,7,69000,20,1,20692000
441,1546731600000000000,100251,200855,212,7,69000,20,1,8373000
